EDI_Prices_P04_20240422
MIC	Pricefilesymbol	Isin	Currency	PriceDate	Open	High	Low	Close	Mid	Ask	Last	Bid	BidSize	AskSize	TradedVolume	SecID	MktCloseDate	Volflag	Issuername	SectyCD	SecurityDesc	sedol	USCode	PrimaryExchgCD	ExchgCD	TradedValue	TotalTrades	Comment
XSWX	PZ562	CH1206367539	CHF	2024/04/10	0	0	0	108.45	0	0	0	0	0	0	0	7640359	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	2.20% CB REDEEM 04/10/2034 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	WIN23	CH1239464667	CHF	2023/05/04	0	0	0	122.9	0	0	0	0	0	0	0	7889493	2024/04/22	A	Winterthur Stadt	BND	2.20% BD REDEEM 27/03/2058 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	CMB241	CH1314941472	CHF	2024/04/22	101.95	102	101.95	102	0	0	0	0	0	0	55000	8375271	2024/04/22	A	Cembra Money Bank AG	BND	2.215% BD REDEEM 05/02/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ALD24	CH1336918763	CHF	2024/04/18	0	0	0	101.85	0	0	0	0	0	0	0	8504501	2024/04/22	A	ALD	BND	2.225% BD REDEEM 28/03/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	AMG221	CH1206367562	CHF	2024/04/19	0	0	0	101.05	0	0	0	0	0	0	0	7689634	2024/04/22	A	Amag Leasing Ag	BND	2.25% BD REDEEM 06/02/2026 CHF 5000 - REG S			CHSSX	CHSSX	0	0	
XSWX	COR22	CH1214797164	CHF	2024/04/04	0	0	0	102.4	0	0	0	0	0	0	0	7631508	2024/04/22	A	Corner Bank Ltd	BND	2.25% BD REDEEM 11/10/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	E111	CH0127181029	CHF	2024/04/18	0	0	0	110.24	0	0	0	0	0	0	10000000	2761087	2024/04/22	A	Switzerland	BND	2.25% BD REDEEM 22/06/2031 CHF 1000			CHSSX	CHSSX	0	0	
XSWX	GEB231	CH1249416079	CHF	2024/04/16	0	0	0	101.14	0	0	0	0	0	0	0	7918831	2024/04/22	A	Geberit AG	BND	2.25% BD REDEEM 26/09/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BE11	CH0126977641	CHF	2024/04/22	102.15	102.15	102.15	102.15	0	0	0	0	0	0	2815000	2648023	2024/04/22	A	Bern kanton.	BND	2.25% BD REDEEM 20/04/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GE135	CH0222050939	CHF	2023/06/12	0	0	0	105.7	0	0	0	0	0	0	0	4108101	2024/04/22	A	Canton de Geneve	BND	2.25% BD REDEEM 20/09/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GE138	CH0228674930	CHF	2023/09/05	0	0	0	112.35	0	0	0	0	0	0	0	4144274	2024/04/22	A	Canton de Geneve	BND	2.25% BD REDEEM 06/12/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	KLL232	CH1307121264	CHF	2024/04/19	0	0	0	101.25	0	0	0	0	0	0	0	8268974	2024/04/22	A	Kraftwerke Linth Limmern	BND	2.25% BD REDEEM 05/12/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LON232	CH1300277881	CHF	2024/04/18	0	0	0	102.55	0	0	0	0	0	0	0	8268977	2024/04/22	A	Lonza Swiss Finanz AG	BND	2.25% BD REDEEM 16/05/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	MIG23	CH1290870869	CHF	2024/03/28	0	0	0	102.8	0	0	0	0	0	0	0	8163206	2024/04/22	A	Migrosbank	BND	2.25% BD REDEEM 26/09/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	NES224	CH1226543838	CHF	2024/04/18	0	0	0	104.75	0	0	0	0	0	0	0	7693931	2024/04/22	A	Nestle SA	BND	2.25% BD REDEEM 08/11/2029 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	PAR23	CH1293714346	CHF	2024/04/16	0	0	0	102.6	0	0	0	0	0	0	0	8171125	2024/04/22	A	Partners Group Holding	BND	2.25% BD REDEEM 26/09/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB519	CH0115967397	CHF	2024/04/22	106.59	106.59	106.59	106.59	0	0	0	0	0	0	100000	2067433	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.25% BD REDEEM 13/08/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB723	CH1194355074	CHF	2024/03/14	0	0	0	120.62	0	0	0	0	0	0	0	7498286	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.25% CB REDEEM 05/07/2052 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	PB731	CH1218301963	CHF	2023/09/20	0	0	0	110.19	0	0	0	0	0	0	0	7661497	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.25% CB REDEEM 25/09/2037 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	PSP231	CH1239464816	CHF	2024/04/22	102.8	102.8	102.8	102.8	0	0	0	0	0	0	490000	7980621	2024/04/22	A	PSP Swiss Property AG	BND	2.25% BD REDEEM 02/10/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	RAI215	CH1101825797	CHF	2024/04/22	96.85	96.85	96.85	96.85	0	0	0	0	0	0	40000	6822111	2024/04/22	A	Raiffeisen Schweiz Genossenschaft	BND	2.25% BD PERPETUAL CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SIK231	CH1253456078	CHF	2024/04/19	0	0	0	101.5	0	0	0	0	0	0	0	7943488	2024/04/22	A	Sika AG	BND	2.25% BD REDEEM 13/04/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SIK232	CH1253456086	CHF	2024/04/19	0	0	0	103.4	0	0	0	0	0	0	0	7894879	2024/04/22	A	Sika AG	BND	2.25% BD REDEEM 13/04/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	VIS23	CH1290222467	CHF	2024/04/18	0	0	0	101.9	0	0	0	0	0	0	0	8217879	2024/04/22	A	Viseca Payment Services Ag	BND	2.25% BD REDEEM 27/10/2026 CHF 5000 - REG S			CHSSX	CHSSX	0	0	
XSWX	WIN14	CH0229881153	CHF	2023/05/31	0	0	0	112.05	0	0	0	0	0	0	0	4186007	2024/04/22	A	Winterthur Stadt	BND	2.25% BD REDEEM 10/02/2039 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SLH230	CH1242301278	CHF	2024/04/19	0	0	0	103.3	0	0	0	0	0	0	0	7813009	2024/04/22	A	Swiss Life Holding	BND	2.259% BD REDEEM 26/07/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SPS23	CH1290222335	CHF	2024/04/15	0	0	0	102.7	0	0	0	0	0	0	0	8164258	2024/04/22	A	Swiss Prime Site Finance AG	BND	2.2675% BD REDEEM 18/09/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BAR231	CH1314941431	CHF	2024/04/12	0	0	0	103.1	0	0	0	0	0	0	0	8369860	2024/04/22	A	Barry Callebaut AG	BND	2.30% BD REDEEM 23/01/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BEL23	CH1300277865	CHF	2024/04/12	0	0	0	101.75	0	0	0	0	0	0	0	8254308	2024/04/22	A	Bell Food Group AG	BND	2.30% BD REDEEM 15/10/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GEB232	CH1249416087	CHF	2024/03/28	0	0	0	106.55	0	0	0	0	0	0	0	7900409	2024/04/22	A	Geberit AG	BND	2.30% BD REDEEM 27/09/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SGS232	CH1290222566	CHF	2024/04/22	104.55	104.65	104.55	104.65	0	0	0	0	0	0	55000	8261762	2024/04/22	A	SGS AG	BND	2.30% BD REDEEM 17/11/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BAL231	CH1256367199	CHF	2024/04/10	0	0	0	105.3	0	0	0	0	0	0	0	7968975	2024/04/22	A	Baloise Holding AG	BND	2.35% BD REDEEM 02/05/2033 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GAL23	CH1255924453	CHF	2024/04/22	104.1	104.1	104.1	104.1	0	0	0	0	0	0	60000	7955708	2024/04/22	A	Galenica AG	BND	2.35% BD REDEEM 08/11/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	DIX23	CH1251998220	CHF	2024/04/15	0	0	0	103.4	0	0	0	0	0	0	0	7982800	2024/04/22	A	Raiffeisen Schweiz Genossenschaft	BND	2.35% BD REDEEM 06/06/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	KLL23	CH1243651937	CHF	2024/04/22	102.2	102.2	102.2	102.2	0	0	0	0	0	0	25000	7845703	2024/04/22	A	Kraftwerke Linth Limmern	BND	2.35% BD REDEEM 01/03/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	NDD23	CH1276313330	CHF	2024/04/19	0	0	0	104.75	0	0	0	0	0	0	0	8070289	2024/04/22	A	Nant de Drance SA	BND	2.35% BD REDEEM 24/07/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PZ565	CH1206367596	CHF	2024/04/12	0	0	0	111.29	0	0	0	0	0	0	0	7701982	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	2.35% CB REDEEM 17/11/2037 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SIK28	CH1226543879	CHF	2024/04/09	0	0	0	103.7	0	0	0	0	0	0	0	7706360	2024/04/22	A	Sika AG	BND	2.35% BD REDEEM 28/11/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LAU223	CH1266477004	CHF	2023/08/22	0	0	0	134.8	0	0	0	0	0	0	0	7966885	2024/04/22	A	Lausanne City	BND	2.355% BD REDEEM 25/05/2074 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ABB223	CH1214797198	CHF	2024/04/10	0	0	0	105.35	0	0	0	0	0	0	0	7638019	2024/04/22	A	ABB Ltd.	BND	2.375% BD REDEEM 05/04/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	CLN241	CH1331113501	CHF	2024/04/22	101.7	101.7	101.7	101.7	0	0	0	0	0	0	40000	8491700	2024/04/22	A	Clariant AG	BND	2.375% BD REDEEM 30/03/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GIV23	CH1305916731	CHF	2024/04/22	105.6	105.6	105.6	105.6	0	0	0	0	0	0	100000	8269116	2024/04/22	A	Givaudan SA	BND	2.375% BD REDEEM 23/05/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	INS231	CH1293714361	CHF	2024/04/17	0	0	0	103.2	0	0	0	0	0	0	0	8172889	2024/04/22	A	Inselspital Stiftung Bern	BND	2.375% BD REDEEM 29/09/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BJB23	CH1290222285	CHF	2024/04/15	0	0	0	102.3	0	0	0	0	0	0	0	8152508	2024/04/22	A	Bank Julius Baer & Co.	BND	2.375% BD REDEEM 06/09/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BJB24	CH1319968587	CHF	2024/04/22	101.55	101.6	101.55	101.6	0	0	0	0	0	0	610000	8519295	2024/04/22	A	Bank Julius Baer & Co.	BND	2.375% BD REDEEM 04/04/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BJB19	CH0481013784	CHF	2024/04/22	90	90	89.6	89.6	0	0	0	0	0	0	125000	5979351	2024/04/22	A	Julius Baer Group Ltd	BND	FXDFR BD PERPETUAL CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LU11	CH0130614883	CHF	2023/12/12	0	0	0	104.35	0	0	0	0	0	0	0	2741738	2024/04/22	A	Luzern Kanton	BND	2.375% BD REDEEM 15/06/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	KLL131	CH0228531437	CHF	2024/04/11	0	0	0	102.3	0	0	0	0	0	0	0	4148999	2024/04/22	A	Kraftwerke Linth Limmern	BND	2.375% BD REDEEM 10/12/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	KLL233	CH1307121272	CHF	2024/04/22	103.3	103.3	103.3	103.3	0	0	0	0	0	0	40000	8268962	2024/04/22	A	Kraftwerke Linth Limmern	BND	2.375% BD REDEEM 05/12/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	NDD131	CH0200044789	CHF	2024/04/08	0	0	0	103	0	0	0	0	0	0	0	3970174	2024/04/22	A	Nant de Drance SA	BND	2.375% BD REDEEM 15/02/2028 CHF 5000			DEBSE	CHSSX	0	0	
XSWX	PB554	CH0132176055	CHF	2024/04/04	0	0	0	101.32	0	0	0	0	0	0	0	2789991	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.375% BD REDEEM 27/06/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB722	CH1194355066	CHF	2024/02/23	0	0	0	111.51	0	0	0	0	0	0	0	7490405	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.375% CB REDEEM 20/05/2037 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PZ410	CH0127350376	CHF	2024/02/14	0	0	0	102.18	0	0	0	0	0	0	0	2568494	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	2.375% BD REDEEM 06/04/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SCC212	CH1118483689	CHF	2024/04/22	0	0	0	100.5	0	0	0	0	0	0	0		2024/04/22	A	2.375 SWCC211 21-24		BONDS CHF DOMESTIC				CHSSX	0	0	
XSWX	ADE22	CH1214797206	CHF	2024/04/17	0	0	0	102.4	0	0	0	0	0	0	0	7718875	2024/04/22	A	Adecco Group AG	BND	2.3775% MTN REDEEM 17/11/2027 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	KSS23	CH1290222301	CHF	2024/04/19	0	0	0	104.85	0	0	0	0	0	0	0	8153759	2024/04/22	A	Kantonsspital St Gallen	BND	2.40% BD REDEEM 06/09/2033 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	AMG236	CH1290222541	CHF	2024/04/18	0	0	0	104.15	0	0	0	0	0	0	0	8254320	2024/04/22	A	Amag Leasing Ag	BND	2.40% BD REDEEM 22/11/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	KEB23	CH1266847172	CHF	2023/12/21	0	0	0	109.95	0	0	0	0	0	0	0	8048673	2024/04/22	A	Kebag AG	BND	2.40% BD REDEEM 19/07/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PAR231	CH1293714353	CHF	2024/04/10	0	0	0	105.3	0	0	0	0	0	0	0	8171118	2024/04/22	A	Partners Group Holding	BND	2.40% BD REDEEM 26/09/2033 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	CMB23	CH1243651903	CHF	2024/04/12	0	0	0	102.9	0	0	0	0	0	0	0	7825001	2024/04/22	A	Cembra Money Bank AG	BND	2.4113% BD REDEEM 08/08/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	FMS22	CH1232106992	CHF	2024/02/16	0	0	0	100.1	0	0	0	0	0	0	0	7773375	2024/04/22	A	First Swiss Mobility 2022-1 AG	BND	2.43% BD REDEEM 16/12/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	CRS234	CH1249415998	CHF	2024/04/16	0	0	0	100.6	0	0	0	0	0	0	0	7864094	2024/04/22	A	Credit Suisse Asset Management (Switzerland) Limited	BND	2.4586% BD REDEEM 22/11/2024 CHF 5000			DEMSE	CHSSX	0	0	
XSWX	FMS23	CH1239464576	CHF	2024/04/22	0	0	0	100.35	0	0	0	0	0	0	0		2024/04/22	A	2.4925 FISWMOB 23-32		BONDS CHF DOMESTIC				CHSSX	0	0	
XSWX	KSS231	CH1290222319	CHF	2024/04/12	0	0	0	106.6	0	0	0	0	0	0	0	8153629	2024/04/22	A	Kantonsspital St Gallen	BND	2.50% BD REDEEM 06/09/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	AMG24	CH1314941449	CHF	2024/04/19	0	0	0	101.7	0	0	0	0	0	0	0	8370619	2024/04/22	A	Amag Leasing Ag	BND	2.50% BD REDEEM 12/02/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	AXP222	CH1204259787	CHF	2024/04/22	103.4	103.4	103.4	103.4	0	0	0	0	0	0	150000	7576933	2024/04/22	A	AXPO Holding AG	BND	2.50% BD REDEEM 15/03/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	AXP23	CH1293238015	CHF	2024/04/22	101.75	101.75	101.75	101.75	0	0	0	0	0	0	100000	8170993	2024/04/22	A	AXPO Holding AG	BND	2.50% BD REDEEM 22/09/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BER05	CH0022566175	CHF	2024/02/29	0	0	0	101.9	0	0	0	0	0	0	0	282369	2024/04/22	A	Bern city	BND	2.50% BD REDEEM 26/09/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BER10	CH0109152758	CHF	2024/02/26	0	0	0	101.19	0	0	0	0	0	0	0	1851910	2024/04/22	A	Bern city	BND	2.50% BD REDEEM 01/04/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BER11	CH0126875803	CHF	2022/11/10	0	0	0	118.8	0	0	0	0	0	0	0	2558321	2024/04/22	A	Bern city	BND	2.50% BD REDEEM 01/04/2041 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BKW10	CH0117843745	CHF	2024/03/20	0	0	0	105.6	0	0	0	0	0	0	0	2122749	2024/04/22	A	BKW AG	BND	2.50% BD REDEEM 15/10/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	CMB191	CH0485252784	CHF	2024/04/22	85.25	85.25	85	85	0	0	0	0	0	0	80000	6010188	2024/04/22	A	Cembra Money Bank AG	BND	2.50% BD PERPETUAL CHF 5000			CHSSX	CHSSX	0	0	
XSWX	DOC19	CH0505011897	CHF	2024/04/19	0	0	0	98.5	0	0	0	0	0	0	0	6154731	2024/04/22	A	DocMorris AG	BND	2.50% BD REDEEM 21/11/2024 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	E06	CH0024524966	CHF	2024/04/10	0	0	0	120.75	0	0	0	0	0	0	0	348391	2024/04/22	A	Switzerland	BND	2.50% BD REDEEM 08/03/2036 CHF 1000		H7351PQ74	CHSSX	CHSSX	0	0	
XSWX	HOC171	CH0391647986	CHF	2024/04/22	20	21	14.5	16.25	0	0	0	0	0	0	860000	5370440	2024/04/22	A	Hochdorf Holding AG	BND	FXDFR BD PERPETUAL CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BJB231	CH1290222293	CHF	2024/04/22	103.05	103.05	102.8	102.8	0	0	0	0	0	0	85000	8153618	2024/04/22	A	Bank Julius Baer & Co.	BND	2.50% BD REDEEM 06/09/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LUK11	CH0125486586	CHF	2022/07/07	0	0	0	117.1	0	0	0	0	0	0	0	2507435	2024/04/22	A	Luzerner Kantonalbank AG	BND	2.50% BD REDEEM 11/03/2043 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	MIG231	CH1290870877	CHF	2024/04/22	106.2	106.2	106.15	106.15	0	0	0	0	0	0	165000	8163203	2024/04/22	A	Migrosbank	BND	2.50% BD REDEEM 26/09/2033 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	NES222	CH1194355124	CHF	2024/02/14	0	0	0	109.75	0	0	0	0	0	0	0	7497521	2024/04/22	A	Nestle SA	BND	2.50% BD REDEEM 14/07/2034 CHF 5000			DEMSE	CHSSX	0	0	
XSWX	PB544	CH0124138840	CHF	2024/03/18	0	0	0	103.47	0	0	0	0	0	0	0	2424328	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.50% CB REDEEM 16/02/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB552	CH0126519047	CHF	2024/03/18	0	0	0	102.43	0	0	0	0	0	0	0	2521043	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.50% BD REDEEM 30/03/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SCC221	CH1191066211	CHF	2024/04/22	0	0	0	100	0	0	0	0	0	0	0		2024/04/22	A	2.50 SCCI22 22-25		BONDS CHF DOMESTIC				CHSSX	0	0	
XSWX	WIN11	CH0126645396	CHF	2022/05/16	0	0	0	114.1	0	0	0	0	0	0	0	2544801	2024/04/22	A	Winterthur Stadt	BND	2.50% BD REDEEM 25/03/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZKB122	CH0130158642	CHF	2023/05/08	0	0	0	107.65	0	0	0	0	0	0	0	2742335	2024/04/22	A	Zuercher Kantonalbank	BND	2.50% BD REDEEM 10/06/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZKB120	CH0126662904	CHF	2017/01/05	0	0	0	127.15	0	0	0	0	0	0	0	2546787	2024/04/22	A	Zuercher Kantonalbank	BND	2.50% BD REDEEM 29/03/2044 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	INS232	CH1293714379	CHF	2024/04/16	0	0	0	106.25	0	0	0	0	0	0	0	8172891	2024/04/22	A	Inselspital Stiftung Bern	BND	2.52% BD REDEEM 29/09/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	CMB231	CH1290222400	CHF	2024/04/18	0	0	0	103.35	0	0	0	0	0	0	0	8190631	2024/04/22	A	Cembra Money Bank AG	BND	2.5385% BD REDEEM 05/04/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BOB24	CH1321481488	CHF	2024/04/22	101.6	101.6	101.55	101.55	0	0	0	0	0	0	120000	8381086	2024/04/22	A	Bobst Group S.A.	BND	2.545% BD REDEEM 31/01/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GRE22	CH1206367471	CHF	2024/04/10	0	0	0	106.85	0	0	0	0	0	0	0	7616315	2024/04/22	A	Groupe E SA	BND	2.55% BD REDEEM 30/09/2032 CHF 5000 - REG S			CHSSX	CHSSX	0	0	
XSWX	KSB23	CH1266847073	CHF	2024/04/22	106.4	106.4	106.4	106.4	0	0	0	0	0	0	5000	8004007	2024/04/22	A	Kantonsspital Baden	BND	2.55% BD REDEEM 21/06/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	REP22	CH1230759479	CHF	2024/04/17	0	0	0	100.61	0	0	0	0	0	0	0	7738145	2024/04/22	A	Repower AG	BND	2.55% BD REDEEM 09/12/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZUR06	CH0024484187	CHF	2024/04/17	0	0	0	113.55	0	0	0	0	0	0	0	344441	2024/04/22	A	Zurich Stadt	BND	2.55% NT REDEEM 10/03/2036 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LON233	CH1300277899	CHF	2024/04/19	0	0	0	104.25	0	0	0	0	0	0	0	8268979	2024/04/22	A	Lonza Swiss Finanz AG	BND	2.60% BD REDEEM 16/05/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SDZ232	CH1290870968	CHF	2024/04/17	0	0	0	104.85	0	0	0	0	0	0	0	8248587	2024/04/22	A	Sandoz Group AG	BND	2.60% BD REDEEM 17/11/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SLH231	CH1242301286	CHF	2024/04/15	0	0	0	107.4	0	0	0	0	0	0	0	7813105	2024/04/22	A	Swiss Life Holding	BND	2.61% BD REDEEM 26/01/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ATH14	CH0248890490	CHF	2024/04/22	100.28	100.28	100.28	100.28	0	0	0	0	0	0	50000	4305766	2024/04/22	A	Alpiq Holding Ag	BND	2.625% NT REDEEM 29/07/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	AMG232	CH1266846992	CHF	2024/04/22	101.45	101.5	101.45	101.45	0	0	0	0	0	0	210000	7980640	2024/04/22	A	Amag Leasing Ag	BND	2.625% BD REDEEM 26/05/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BIEL06	CH0024522747	CHF	2024/01/30	0	0	0	102.3	0	0	0	0	0	0	0	344432	2024/04/22	A	Stadt Biel	BND	2.625% BD REDEEM 03/03/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BL11	CH0128833255	CHF	2023/11/14	0	0	0	107.45	0	0	0	0	0	0	0	2673604	2024/04/22	A	Basellandschaftliche Kantonalbank	BND	2.625% BD REDEEM 10/05/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BL111	CH0128833289	CHF	2024/02/29	0	0	0	108.7	0	0	0	0	0	0	0	2673605	2024/04/22	A	Basellandschaftliche Kantonalbank	BND	2.625% BD REDEEM 10/05/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	MOB23	CH1239464774	CHF	2024/04/22	104.35	104.35	104.35	104.35	0	0	0	0	0	0	100000	7966894	2024/04/22	A	Mobimo Hldg AG	BND	2.625% BD REDEEM 25/05/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	NES225	CH1226543846	CHF	2024/03/12	0	0	0	111.95	0	0	0	0	0	0	0	7693916	2024/04/22	A	Nestle SA	BND	2.625% BD REDEEM 08/11/2035 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	OCO141	CH0244692536	CHF	2024/04/12	0	0	0	100.04	0	0	0	0	0	0	0	4277113	2024/04/22	A	OC Oerlikon Corporation AG, Pfaffikon	BND	2.625% NT REDEEM 17/06/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB512	CH0111008048	CHF	2024/02/09	0	0	0	107.35	0	0	0	0	0	0	0	1834983	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.625% CB REDEEM 27/03/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB548	CH0124338937	CHF	2024/04/17	0	0	0	108.16	0	0	0	0	0	0	0	2432235	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	2.625% BD REDEEM 14/02/2031 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	RAI111	CH0122512152	CHF	2024/04/02	0	0	0	102.35	0	0	0	0	0	0	0	2414776	2024/04/22	A	Raiffeisen Schweiz Genossenschaft	BND	2.625% BD REDEEM 04/02/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ROM22	CH1196217017	CHF	2024/03/28	0	0	0	111.2	0	0	0	0	0	0	0	7493371	2024/04/22	A	Romande Energie Holding SA	BND	2.625% BD REDEEM 15/07/2037 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SWL181	CH0406990801	CHF	2024/04/22	99.75	99.75	99.75	99.75	0	0	0	0	0	0	5000	5452562	2024/04/22	A	Swiss Life AG	BND	FXDFR CS REDEEM 25/09/2048 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZUR111	CH0129766215	CHF	2024/03/19	0	0	0	117.75	0	0	0	0	0	0	0	2681383	2024/04/22	A	Zurich Stadt	BND	2.625% MUNI REDEEM 10/06/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZKB233	CH1290222491	CHF	2024/02/23	0	0	0	105.05	0	0	0	0	0	0	0	8236311	2024/04/22	A	Zuercher Kantonalbank	BND	FR NT REDEEM 01/11/2030 CHF 100000 - REG S			CHSSX	CHSSX	0	0	
XSWX	BEL231	CH1300277873	CHF	2024/04/02	0	0	0	105.45	0	0	0	0	0	0	0	8254317	2024/04/22	A	Bell Food Group AG	BND	2.65% BD REDEEM 15/10/2031 CHF 5000			CHSSX	CHSSX	0	0	
